Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
variable,ABC-1001,1001 Travel and Storage Case,1,0,visible,"ABC’s chic Travel and Storage Case is the perfect way to discreetly pack and/or store your breast forms and shapers. For optimal product longevity, we recommend storing your prosthesis in this case.","ABC’s chic Travel and Storage Case is the perfect way to discreetly pack and/or store your breast forms and shapers. For optimal product longevity, we recommend storing your prosthesis in this case.",taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/Travel-Case.jpg, https://americanbreastcare.com/wp-content/uploads/2019/11/breastform-wash.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png, https://americanbreastcare.com/wp-content/uploads/2019/05/Breast-Form-Cover.jpg",,Color,"Pink, Pink Suede",1,1,Size,"1, 2, 3, 4, 5",1,1
variation,ABC-1001-V,1001 Travel and Storage Case,1,,visible,,,taxable,1,26.00,,,,ABC-1001,Color,,,1,Size,,,1
simple,ABC-941,941 ABC Breast Form Wash,0,0,visible,"ABC’s all-natural, organic wash effectively cleans and maintains the shape and form of your ABC breast form. Our gentle formula neutralizes odors to restore freshness and rinses completely clean for a smooth feel.","ABC’s all-natural, organic wash effectively cleans and maintains the shape and form of your ABC breast form. Our gentle formula neutralizes odors to restore freshness and rinses completely clean for a smooth feel. Instructions: Rinse your breast form in cool water. Apply a drop of ABC Breast Form Wash and massage gently. Rinse well and pat dry.",taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/11/breastform-wash.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/951P-beige-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/932.jpg",,,,,,Size,One size; 118 ml,1,1
simple,ABC-927,927 ABC Form Clean,0,0,visible,"Specially formulated for use with the Massage Form ®Attach and the Massage Form ® Shaper Attach (styles 10475 and 11485), our mild liquid cleanser gently removes residue and restores the adhesive surface of our attachable back breast prostheses.","Specially formulated for use with the Massage Form ®Attach and the Massage Form ® Shaper Attach (styles 10475 and 11485), our mild liquid cleanser gently removes residue and restores the adhesive surface of our attachable back breast prostheses.",taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/927-ABC-Form-Clean.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/519-with-belt-919.png, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png, https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/903-Bust-Covers.jpg",,,,,,Size,One size; 250 ml (Approximately 250 uses),1,1
simple,ABC-908,908 Fiber Fill Pouch,1,0,visible,Need a bit more fiber fill? Our hypoallergenic fiber fill is available for individual purchase.,Need a bit more fiber fill? Our hypoallergenic fiber fill is available for individual purchase.,taxable,1,3.00,Accessories,bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/908-Fiber-Fill-Pouch.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/927-ABC-Form-Clean.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/903-Bust-Covers.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/922-Drain-Pouches-White-Background.jpg",,,,,,Size,One Size,1,1
simple,ABC-928,928 Bra Wash Bag,0,0,visible,"Soft mesh bag protects delicates from tangles, snags and tears. Zip closure keeps contents secure.","Soft mesh bag protects delicates from tangles, snags and tears. Zip closure keeps contents secure.",taxable,1,,Accessories,bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/928-Bra-Wash-Bag.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/908-Fiber-Fill-Pouch.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/Breast-Form-Cover.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/951P-beige-300x300.jpg",,Color,White,1,1,Size,One Size,1,1
variable,ABC-925,925 CareCloth Pack,1,0,visible,"A pair of fabric covers for the Massage Form® Attach, style 10475, to be used when the breast form is not worn or not attached to the chest wall. It is made with a textured polyethylene side which adheres directly to the back of the breast form to help maintain the effectiveness of the adhesive.","A pair of fabric covers for the Massage Form® Attach, style 10475, to be used when the breast form is not worn or not attached to the chest wall. It is made with a textured polyethylene side which adheres directly to the back of the breast form to help maintain the effectiveness of the adhesive. (Sold in pairs)",taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/925-CareCloth-Pack.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/932.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/Breast-Form-Cover.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg",,Color,Beige,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-925-V,925 CareCloth Pack,1,,visible,,,taxable,1,5.00,,,,ABC-925,Color,,,1,Size,,,1
simple,ABC-920,920 Strap Cushions,0,0,visible,,"Clear, silicone cushions slide under bra straps for easy wear, comfort and reduced movement. (Sold in pairs)",taxable,1,,Accessories,bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/925-CareCloth-Pack.jpg, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png",,Color,Clear,1,1,Size,One Size,1,1
variable,ABC-951P,951 Puff,0,0,visible,"You’ll love the customizable fit and exceptional softness of ABC’s Post-Surgical Puff. Featuring a seamless design for a soothing touch, our puff helps to restore symmetry for women healing after breast surgery. Our unique fiber fill allows for a completely personalized wearing experience.","You’ll love the customizable fit and exceptional softness of ABC’s Post-Surgical Puff. Featuring a seamless design for a soothing touch, our puff helps to restore symmetry for women healing after breast surgery. Our unique fiber fill allows for a completely personalized wearing experience.",taxable,1,,Accessories,Post-Surgical,"https://americanbreastcare.com/wp-content/uploads/2019/05/951P-beige-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10373-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/123-White-2.webp, https://americanbreastcare.com/wp-content/uploads/2023/02/1-Blush-10282.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1041.jpg",,Color,"Blush, Black, White",1,1,Size,"S, M, L, XL, 2XL, 3XL, 4XL",1,1
variation,ABC-951P-V,951 Puff,0,,visible,,,taxable,1,,,,,ABC-951P,Color,,,1,Size,,,1
simple,ABC-924,924 Clear Bra Straps,0,0,visible,,"A pair of slip-resistant, clear straps that are a great alternative to fabric straps. (Sold in pairs)",taxable,1,,Accessories,bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/908-Fiber-Fill-Pouch.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/914-Post-Surgical-Kit.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/519-with-belt-919.png, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png",,Color,Clear,1,1,Size,One Size,1,1
variable,ABC-921,921 Bra Extender,0,0,visible,Each bra extender measures one yard and three columns wide. Trim as little or as much as needed.,Each bra extender measures one yard and three columns wide. Trim as little or as much as needed.,taxable,1,,Accessories,bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/906-ABC-Nipple.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/903-Bust-Covers.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/922-Drain-Pouches-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/925-CareCloth-Pack.jpg",,Color,"Beige, Black, White",1,1,Size,One Size,1,1
variation,ABC-921-V,921 Bra Extender,0,,visible,,,taxable,1,,,,,ABC-921,Color,,,1,Size,,,1
variable,ABC-919,919 Compression Belt,1,0,visible,"ABC’s Velcro-Attachable Belt can be worn with our Compression Bra, Style 519. Use to keep implants from shifting upwards after reconstruction and helps to maintain the shape of your breast after surgery. See chart for belt sizing guide.","ABC’s Velcro-Attachable Belt can be worn with our Compression Bra, Style 519. Use to keep implants from shifting upwards after reconstruction and helps to maintain the shape of your breast after surgery. See chart for belt sizing guide.",taxable,1,,"Accessories, Recovery",bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/519-with-belt-919.png, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png, https://americanbreastcare.com/wp-content/uploads/2019/05/925-CareCloth-Pack.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/908-Fiber-Fill-Pouch.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg",,Color,"Beige, Black, White",1,1,Size,XS – 6XL,1,1
variation,ABC-919-V,919 Compression Belt,1,,visible,,,taxable,1,21.50,,,,ABC-919,Color,,,1,Size,,,1
variable,ABC-903,903 Bust Covers,0,0,visible,ABC’s Bust Covers are the ideal accessory to add extra projection or to help maintain modesty.,ABC’s Bust Covers are the ideal accessory to add extra projection or to help maintain modesty. (Sold in pairs),taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/903-Bust-Covers.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/901-Custom-Nipples.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/921-Bra-Extender.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/906-ABC-Nipple.jpg",,Color,Beige,1,1,Size,"S, M, L, XL",1,1
variation,ABC-903-V,903 Bust Covers,0,,visible,,,taxable,1,,,,,ABC-903,Color,,,1,Size,,,1
variable,ABC-922,922 Drain Pouches,0,0,visible,"Soft pouches are designed to hold post-surgical drain bulbs after breast surgery and are lined with Velcro for easy attachment to your camisole/ bra band. Our design features a larger opening to accommodate Jackson-Pratt, Hemovac, and other drain management systems!","Soft pouches are designed to hold post-surgical drain bulbs after breast surgery and are lined with Velcro for easy attachment to your camisole/ bra band. Our design features a larger opening to accommodate Jackson-Pratt, Hemovac, and other drain management systems! (Sold in pairs)",taxable,1,,"Accessories, Recovery",bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/05/922-Drain-Pouches-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/932.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/928-Bra-Wash-Bag.jpg, https://americanbreastcare.com/wp-content/uploads/2026/03/1-Groove-Pad-Product.png",,Color,"Beige, Black, White",1,1,Size,One Size,1,1
variation,ABC-922-V,922 Drain Pouches,0,,visible,,,taxable,1,,,,,ABC-922,Color,,,1,Size,,,1
variable,ABC-906,906 ABC Nipple,1,0,visible,,"Made of soft silicone with an adhesive back, this nipple prosthesis can be securely attached to a breast form, shaper, or reconstructed breast. (Sold individually)",taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/906-ABC-Nipple.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/922-Drain-Pouches-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/901-Custom-Nipples.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/924-Clear-Bra-Straps-White-Background.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/927-ABC-Form-Clean.jpg",,Color,"Blush, Ivory, Tawny",1,1,Size,"S (1.5 in.), M (1.75 in.), L (2 in.)",1,1
variation,ABC-906-V,906 ABC Nipple,1,,visible,,,taxable,1,15.00,,,,ABC-906,Color,,,1,Size,,,1
simple,ABC-914,914 Post-Surgical Kit,1,0,visible,ABC’s Post Surgical Kit is equipped with the essential products needed to promote a smooth and comfortable recovery after surgery.,"ABC’s Post Surgical Kit is equipped with the essential products needed to promote a smooth and comfortable recovery after surgery. Kit includes: 1 white Leisure Bra, Style 110 1 Triangle Puff Form, Style 910 1 pair of Drain Pouches, Style 922 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans.",taxable,1,41.50,"Accessories, Recovery",bra pieces,"https://americanbreastcare.com/wp-content/uploads/2019/04/914-Post-Surgical-Kit.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/928-Bra-Wash-Bag.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/927-ABC-Form-Clean.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/119-white.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/Travel-Case.jpg",,,,,,,,,
simple,ABC-901,901 Nipple Prosthesis,0,0,visible,,Silicone nipple prostheses can be worn directly on the skin or breast forms to enhance projection. (Sold in pairs),taxable,1,,Accessories,puffs,"https://americanbreastcare.com/wp-content/uploads/2019/05/901-Custom-Nipples.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/928-Bra-Wash-Bag.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/519-with-belt-919.png, https://americanbreastcare.com/wp-content/uploads/2019/05/920-Strap-Cushions.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/951P-beige-300x300.jpg",,Color,Tawny,1,1,Size,One Size,1,1
